customer_id,name,age,gender,location,salary,signup_date,referral_source,customer_status,preferred_device,avg_session_time,app_version,total_purchases,total_spend
196,Customer_196,38,Female,Metro,61991.46,2024-11-27 00:07:28.144311,Ad Campaign,Inactive,Desktop,9.06,v3.4.8,2,363.7
197,Customer_197,42,Female,Tier 1,30322.86,2024-12-20 00:07:28.144311,Referral,Active,Mobile,12.41,v2.1.5,18,4318.12
198,Customer_198,28,Female,Tier 2,104716.83,2024-10-13 00:07:28.144311,Organic,Active,Tablet,25.71,v2.4.7,0,0.0
199,Customer_199,69,Female,Metro,116157.27,2024-10-04 00:07:28.144311,Ad Campaign,Active,Desktop,20.52,v2.0.4,11,1846.04
200,Customer_200,32,Non-binary,Tier 2,24045.03,2024-12-09 00:07:28.144311,Ad Campaign,Active,Desktop,9.37,v1.3.0,7,477.17
201,Customer_201,20,Female,Metro,48018.88,2024-12-10 00:07:28.144311,Referral,New,Mobile,12.6,v2.3.3,11,1190.1
202,Customer_202,26,Non-binary,Rural,106448.04,2024-10-04 00:07:28.144311,Referral,Inactive,Desktop,5.0,v3.1.7,13,2146.16
203,Customer_203,53,Male,Rural,36750.33,2024-12-06 00:07:28.144311,Ad Campaign,Inactive,Desktop,15.56,v1.7.7,13,3633.75
204,Customer_204,40,Female,Rural,111999.48,2024-11-04 00:07:28.144311,Referral,Active,Mobile,25.99,v1.6.8,18,4827.39
205,Customer_205,31,Female,Metro,90290.8,2024-11-15 00:07:28.144311,Organic,Active,Mobile,16.72,v1.4.2,8,999.84
206,Customer_206,47,Male,Rural,28383.87,2024-12-17 00:07:28.144311,Ad Campaign,Active,Tablet,13.51,v3.6.0,15,880.01
207,Customer_207,52,Non-binary,Rural,122590.91,2024-10-01 00:07:28.144311,Referral,Active,Mobile,19.97,v1.4.8,8,1738.4
208,Customer_208,34,Female,Rural,144257.18,2024-12-17 00:07:28.144311,Organic,Active,Tablet,15.86,v3.8.2,19,3056.06
209,Customer_209,57,Male,Tier 2,77881.99,2024-11-26 00:07:28.144311,Referral,Active,Desktop,8.29,v2.2.5,11,3163.96
210,Customer_210,51,Non-binary,Tier 2,147899.24,2024-10-14 00:07:28.144311,Referral,Active,Tablet,11.36,v1.5.7,18,2145.66
211,Customer_211,18,Male,Metro,81486.27,2024-11-15 00:07:28.144311,Ad Campaign,Active,Mobile,16.86,v1.5.0,13,810.86
212,Customer_212,25,Non-binary,Rural,34043.35,2024-09-26 00:07:28.144311,Referral,Inactive,Mobile,10.46,v2.5.8,8,2033.36
213,Customer_213,66,Male,Metro,34798.99,2024-11-04 00:07:28.144311,Referral,Active,Mobile,5.74,v3.2.0,7,1088.2
214,Customer_214,29,Male,Metro,53562.52,2024-10-25 00:07:28.144311,Social Media,Active,Tablet,28.88,v2.4.7,13,816.19
215,Customer_215,62,Non-binary,Tier 2,25272.64,2024-10-02 00:07:28.144311,Ad Campaign,Active,Tablet,25.01,v2.4.2,14,2166.32
216,Customer_216,37,Male,Metro,72551.16,2024-12-10 00:07:28.144311,Organic,Inactive,Desktop,21.15,v2.1.2,10,1996.73
217,Customer_217,31,Female,Tier 2,138727.3,2024-11-16 00:07:28.144311,Social Media,Active,Tablet,8.01,v2.5.2,15,4467.24
218,Customer_218,19,Male,Metro,74864.45,2024-11-20 00:07:28.144311,Referral,Active,Mobile,14.98,v1.4.0,5,1307.01
219,Customer_219,60,Female,Rural,107485.66,2024-10-13 00:07:28.144311,Organic,Inactive,Tablet,16.16,v2.2.2,11,3070.75
220,Customer_220,40,Non-binary,Rural,21600.26,2024-10-29 00:07:28.144311,Ad Campaign,Active,Mobile,18.15,v2.7.4,6,513.89
221,Customer_221,18,Male,Tier 2,40079.77,2024-11-26 00:07:28.144311,Ad Campaign,Active,Desktop,13.52,v3.0.0,5,1308.92
222,Customer_222,25,Female,Rural,48326.03,2024-10-10 00:07:28.144311,Ad Campaign,Active,Mobile,8.51,v1.7.7,2,582.01
223,Customer_223,21,Female,Tier 2,47152.33,2024-10-22 00:07:28.144311,Referral,Active,Tablet,12.83,v1.4.4,4,1155.92
224,Customer_224,54,Non-binary,Tier 2,77736.6,2024-12-07 00:07:28.144311,Social Media,Active,Mobile,12.21,v3.3.0,12,3512.23
225,Customer_225,39,Male,Metro,82124.2,2024-12-12 00:07:28.144311,Ad Campaign,Active,Mobile,25.84,v3.2.1,12,1183.87
226,Customer_226,66,Male,Tier 1,108060.35,2024-12-04 00:07:28.144311,Social Media,Inactive,Desktop,9.13,v3.7.2,12,2478.7
227,Customer_227,28,Non-binary,Metro,149200.29,2024-10-04 00:07:28.144311,Social Media,Active,Tablet,16.54,v3.4.7,4,675.55
228,Customer_228,53,Female,Tier 2,37208.41,2024-12-14 00:07:28.144311,Ad Campaign,Active,Tablet,8.27,v3.6.4,16,3523.02
229,Customer_229,58,Female,Tier 1,142725.47,2024-12-08 00:07:28.144311,Referral,Active,Tablet,19.72,v2.3.5,10,1008.06
230,Customer_230,41,Non-binary,Tier 2,98748.19,2024-10-22 00:07:28.144311,Organic,Active,Mobile,26.64,v2.1.2,14,3375.85
231,Customer_231,21,Non-binary,Metro,81942.84,2024-10-13 00:07:28.144311,Social Media,Inactive,Mobile,21.0,v1.7.2,5,570.06
232,Customer_232,22,Male,Tier 2,101457.03,2024-11-24 00:07:28.144311,Referral,New,Tablet,22.19,v3.2.5,9,752.48
233,Customer_233,38,Female,Metro,56238.78,2024-10-30 00:07:28.144311,Ad Campaign,Inactive,Desktop,29.76,v2.7.0,7,865.58
234,Customer_234,24,Non-binary,Metro,64431.71,2024-11-18 00:07:28.144311,Organic,New,Mobile,23.84,v1.8.0,3,675.03
235,Customer_235,57,Non-binary,Metro,114009.43,2024-10-08 00:07:28.144311,Social Media,Active,Desktop,6.65,v3.7.2,13,3276.76
236,Customer_236,62,Female,Metro,144164.98,2024-12-09 00:07:28.144311,Ad Campaign,New,Desktop,26.05,v2.1.1,12,2600.56
237,Customer_237,48,Female,Tier 2,72169.78,2024-09-29 00:07:28.144311,Ad Campaign,Active,Desktop,27.65,v1.6.4,6,639.04
238,Customer_238,58,Female,Metro,24376.99,2024-12-06 00:07:28.144311,Organic,Active,Mobile,8.07,v1.6.6,9,1768.2
239,Customer_239,25,Female,Rural,102821.81,2024-12-11 00:07:28.144311,Ad Campaign,Active,Mobile,25.1,v2.3.6,7,824.97
240,Customer_240,48,Female,Tier 1,37397.69,2024-10-11 00:07:28.144311,Organic,Active,Desktop,7.57,v1.1.5,5,1369.66
241,Customer_241,41,Female,Rural,20496.59,2024-10-17 00:07:28.144311,Social Media,Active,Mobile,28.27,v1.0.2,8,2085.42
242,Customer_242,61,Female,Tier 2,142587.9,2024-10-03 00:07:28.144311,Organic,Active,Desktop,7.23,v2.6.0,9,763.01
243,Customer_243,38,Male,Tier 2,106630.1,2024-11-22 00:07:28.144311,Social Media,Active,Mobile,21.9,v1.8.4,19,4663.66
244,Customer_244,29,Male,Tier 1,33625.05,2024-11-07 00:07:28.144311,Referral,Active,Mobile,16.9,v2.2.8,6,1451.35
245,Customer_245,35,Male,Metro,74053.68,2024-12-23 00:07:28.144311,Social Media,Active,Tablet,16.81,v2.0.3,12,2862.07
246,Customer_246,62,Female,Metro,37758.12,2024-12-18 00:07:28.144311,Social Media,Active,Tablet,21.12,v1.7.5,0,0.0
247,Customer_247,60,Non-binary,Metro,27551.95,2024-11-01 00:07:28.144311,Ad Campaign,Active,Desktop,25.89,v2.4.5,1,54.83
248,Customer_248,53,Female,Tier 1,24084.84,2024-12-22 00:07:28.144311,Referral,Active,Tablet,11.67,v1.8.3,5,1202.89
249,Customer_249,45,Non-binary,Metro,87768.49,2024-10-28 00:07:28.144311,Social Media,Active,Mobile,6.91,v3.8.1,4,465.58
250,Customer_250,49,Male,Metro,120508.44,2024-10-28 00:07:28.144311,Referral,Active,Tablet,19.27,v3.4.3,12,3522.58
251,Customer_251,64,Non-binary,Metro,91105.22,2024-12-17 00:07:28.144311,Organic,Active,Mobile,14.95,v3.8.1,1,171.02
252,Customer_252,32,Non-binary,Rural,27519.78,2024-09-26 00:07:28.144311,Social Media,Inactive,Mobile,18.27,v2.5.8,16,1701.53
253,Customer_253,61,Non-binary,Tier 1,136489.76,2024-11-30 00:07:28.144311,Ad Campaign,Active,Desktop,8.67,v1.7.7,3,441.12
254,Customer_254,45,Non-binary,Tier 2,125281.82,2024-11-08 00:07:28.144311,Social Media,Active,Tablet,16.75,v3.8.1,16,4522.43
255,Customer_255,37,Male,Tier 2,25793.3,2024-11-22 00:07:28.144311,Ad Campaign,Active,Tablet,11.05,v1.4.4,5,593.38
256,Customer_256,39,Female,Tier 1,91091.75,2024-11-09 00:07:28.144311,Organic,Active,Desktop,9.14,v1.7.0,16,4724.77
257,Customer_257,30,Female,Tier 2,70941.58,2024-10-16 00:07:28.144311,Organic,Active,Desktop,17.46,v3.8.4,17,3372.63
258,Customer_258,55,Female,Tier 1,147553.12,2024-12-21 00:07:28.144311,Social Media,Active,Desktop,13.88,v1.4.1,1,239.33
259,Customer_259,30,Female,Rural,120501.58,2024-10-21 00:07:28.144311,Referral,Active,Desktop,29.0,v2.5.5,11,583.28
260,Customer_260,27,Male,Rural,140405.23,2024-11-13 00:07:28.144311,Referral,Active,Tablet,13.04,v2.6.7,15,1107.75
261,Customer_261,54,Non-binary,Metro,72359.37,2024-12-12 00:07:28.144311,Organic,Active,Mobile,8.85,v3.1.2,0,0.0
262,Customer_262,46,Non-binary,Metro,102607.67,2024-12-05 00:07:28.144311,Organic,New,Desktop,28.77,v3.0.1,12,1353.0
263,Customer_263,37,Male,Tier 2,74028.51,2024-10-21 00:07:28.144311,Ad Campaign,Inactive,Tablet,27.96,v3.8.8,4,236.02
264,Customer_264,34,Female,Tier 1,108341.49,2024-11-14 00:07:28.144311,Organic,Active,Desktop,19.08,v1.2.2,18,1547.16
265,Customer_265,24,Non-binary,Tier 2,143039.35,2024-11-15 00:07:28.144311,Organic,Active,Desktop,16.91,v3.1.3,12,2373.39
266,Customer_266,58,Non-binary,Rural,131153.93,2024-11-27 00:07:28.144311,Ad Campaign,New,Tablet,28.52,v1.0.2,14,3538.08
267,Customer_267,57,Non-binary,Metro,114477.4,2024-12-01 00:07:28.144311,Social Media,Active,Desktop,17.89,v1.6.4,19,2969.83
268,Customer_268,22,Non-binary,Tier 1,91071.07,2024-11-14 00:07:28.144311,Organic,Active,Tablet,14.05,v1.7.6,6,756.3
269,Customer_269,37,Non-binary,Rural,20191.6,2024-11-08 00:07:28.144311,Social Media,Inactive,Tablet,23.29,v3.8.4,12,1867.89
270,Customer_270,67,Female,Tier 1,126343.48,2024-11-28 00:07:28.144311,Referral,Active,Tablet,13.42,v3.5.3,6,630.73
271,Customer_271,39,Male,Tier 1,96782.92,2024-12-09 00:07:28.144311,Referral,Active,Tablet,22.73,v3.1.8,16,4608.89
272,Customer_272,27,Female,Metro,67022.33,2024-11-07 00:07:28.144311,Social Media,Active,Desktop,23.98,v2.0.0,18,2561.76
273,Customer_273,58,Non-binary,Rural,40673.25,2024-12-10 00:07:28.144311,Social Media,New,Tablet,28.02,v3.6.8,16,923.43
274,Customer_274,58,Male,Metro,64894.45,2024-12-19 00:07:28.144311,Social Media,Inactive,Desktop,7.97,v1.6.0,16,2322.07
275,Customer_275,32,Female,Metro,23275.14,2024-11-20 00:07:28.144311,Social Media,Active,Mobile,29.26,v1.6.3,18,4077.87
276,Customer_276,50,Male,Rural,26716.93,2024-10-21 00:07:28.144311,Organic,Active,Tablet,7.96,v2.2.2,11,1173.5
277,Customer_277,60,Female,Metro,40445.52,2024-10-18 00:07:28.144311,Social Media,Active,Tablet,21.82,v1.7.6,13,2680.84
278,Customer_278,20,Female,Rural,147647.74,2024-11-04 00:07:28.144311,Ad Campaign,Active,Mobile,18.72,v2.4.4,11,2258.55
279,Customer_279,50,Male,Metro,134137.98,2024-10-17 00:07:28.144311,Ad Campaign,Active,Mobile,12.14,v1.2.5,4,272.11
280,Customer_280,47,Non-binary,Tier 2,142778.32,2024-12-12 00:07:28.144311,Social Media,Active,Desktop,7.9,v3.2.5,19,2269.8
281,Customer_281,35,Non-binary,Tier 1,138915.04,2024-12-17 00:07:28.144311,Ad Campaign,Active,Tablet,9.48,v2.4.8,4,389.82
282,Customer_282,37,Male,Metro,65048.14,2024-10-10 00:07:28.144311,Referral,Active,Tablet,17.92,v3.1.7,9,2002.0
283,Customer_283,43,Non-binary,Tier 2,30007.33,2024-11-26 00:07:28.144311,Referral,Inactive,Desktop,15.76,v3.3.2,14,2636.83
284,Customer_284,51,Female,Tier 2,68523.78,2024-11-28 00:07:28.144311,Ad Campaign,Active,Tablet,12.82,v3.1.3,0,0.0
285,Customer_285,42,Female,Metro,142815.71,2024-12-03 00:07:28.144311,Referral,Inactive,Desktop,24.31,v2.8.0,16,2342.45
286,Customer_286,24,Male,Metro,78533.05,2024-12-24 00:07:28.144311,Ad Campaign,Active,Mobile,20.43,v2.5.0,9,468.72
287,Customer_287,67,Non-binary,Rural,117289.97,2024-11-30 00:07:28.144311,Social Media,Inactive,Mobile,17.82,v3.2.7,16,2987.5
288,Customer_288,58,Female,Tier 1,112826.85,2024-11-15 00:07:28.144311,Referral,Active,Desktop,6.25,v3.0.8,13,1530.12
289,Customer_289,65,Female,Rural,66131.91,2024-11-05 00:07:28.144311,Referral,Active,Mobile,21.82,v2.6.1,5,729.11
290,Customer_290,53,Non-binary,Tier 2,90753.02,2024-11-09 00:07:28.144311,Referral,Active,Mobile,11.33,v3.7.2,13,1856.12
291,Customer_291,26,Male,Tier 1,123963.44,2024-11-16 00:07:28.144311,Organic,Inactive,Mobile,27.38,v1.1.7,1,207.56
292,Customer_292,60,Non-binary,Rural,128373.61,2024-11-15 00:07:28.144311,Social Media,Active,Desktop,28.41,v2.1.5,10,1997.11
293,Customer_293,30,Female,Rural,72992.27,2024-11-01 00:07:28.144311,Social Media,Inactive,Desktop,12.03,v3.5.1,0,0.0
294,Customer_294,38,Male,Metro,122247.91,2024-12-04 00:07:28.144311,Ad Campaign,Inactive,Mobile,25.66,v3.2.3,4,207.96
295,Customer_295,29,Non-binary,Rural,91939.42,2024-11-30 00:07:28.144311,Organic,Active,Tablet,25.71,v1.6.6,4,526.74
296,Customer_296,59,Male,Tier 1,55294.84,2024-10-06 00:07:28.144311,Organic,Active,Mobile,14.82,v3.2.6,8,2117.63
297,Customer_297,59,Non-binary,Metro,64821.58,2024-10-06 00:07:28.144311,Referral,Active,Desktop,20.26,v1.4.6,12,2765.79
298,Customer_298,69,Non-binary,Rural,35281.67,2024-12-08 00:07:28.144311,Referral,New,Tablet,18.3,v2.5.5,0,0.0
299,Customer_299,60,Female,Tier 2,51399.79,2024-12-15 00:07:28.144311,Referral,Active,Tablet,17.98,v3.6.6,14,2068.62
300,Customer_300,36,Female,Tier 2,117420.76,2024-12-01 00:07:28.144311,Social Media,Inactive,Mobile,15.39,v2.0.2,2,448.21
301,Customer_301,64,Female,Metro,46476.73,2024-12-12 00:07:28.144311,Ad Campaign,Active,Mobile,18.31,v1.0.4,6,514.26
302,Customer_302,43,Male,Tier 2,34857.15,2024-11-29 00:07:28.144311,Organic,Active,Tablet,17.7,v1.0.0,16,4229.24
303,Customer_303,20,Non-binary,Metro,101695.44,2024-11-23 00:07:28.144311,Ad Campaign,Active,Mobile,23.28,v1.7.7,0,0.0
304,Customer_304,39,Male,Tier 2,36560.23,2024-10-15 00:07:28.144311,Ad Campaign,Active,Desktop,26.37,v1.2.4,13,1910.43
305,Customer_305,57,Female,Tier 2,56514.66,2024-10-20 00:07:28.144311,Social Media,New,Tablet,14.74,v1.7.3,14,932.98
306,Customer_306,66,Male,Tier 1,68810.96,2024-11-10 00:07:28.144311,Ad Campaign,Active,Mobile,18.98,v1.2.2,2,275.26
307,Customer_307,57,Non-binary,Tier 2,68044.65,2024-10-26 00:07:28.144311,Social Media,New,Desktop,22.72,v3.1.0,8,410.63
308,Customer_308,51,Male,Rural,91294.49,2024-11-30 00:07:28.144311,Social Media,Active,Tablet,18.7,v1.6.3,16,858.51
309,Customer_309,36,Male,Tier 2,42084.53,2024-12-16 00:07:28.144311,Referral,Inactive,Mobile,8.97,v3.2.4,3,789.44
310,Customer_310,39,Female,Tier 1,59897.59,2024-10-25 00:07:28.144311,Organic,Active,Desktop,9.63,v1.1.0,1,83.41
311,Customer_311,68,Female,Tier 2,105736.4,2024-10-24 00:07:28.144311,Ad Campaign,Active,Desktop,28.48,v2.0.4,13,1360.83
312,Customer_312,53,Non-binary,Tier 1,28208.24,2024-11-02 00:07:28.144311,Referral,Inactive,Desktop,29.58,v2.4.3,11,964.17
313,Customer_313,25,Male,Metro,53744.94,2024-10-16 00:07:28.144311,Organic,Inactive,Desktop,25.61,v2.1.5,13,3536.38
314,Customer_314,57,Non-binary,Metro,76734.55,2024-10-09 00:07:28.144311,Ad Campaign,New,Desktop,25.32,v1.5.3,11,1448.26
315,Customer_315,48,Non-binary,Rural,107653.65,2024-10-19 00:07:28.144311,Organic,Active,Desktop,6.01,v1.0.2,19,5185.63
316,Customer_316,38,Non-binary,Tier 1,93603.49,2024-11-07 00:07:28.144311,Organic,Active,Tablet,5.43,v2.0.3,14,2490.73
317,Customer_317,52,Non-binary,Rural,73925.97,2024-12-15 00:07:28.144311,Referral,Active,Mobile,20.96,v3.1.8,19,3655.05
318,Customer_318,40,Non-binary,Tier 1,68293.17,2024-11-27 00:07:28.144311,Organic,Active,Mobile,29.89,v2.3.5,16,2644.67
319,Customer_319,55,Male,Tier 1,26935.24,2024-12-14 00:07:28.144311,Organic,Active,Desktop,26.59,v3.4.4,8,1688.51
320,Customer_320,42,Male,Tier 1,55787.47,2024-10-03 00:07:28.144311,Organic,Active,Mobile,9.48,v2.5.1,14,2285.19
321,Customer_321,63,Female,Tier 1,22488.83,2024-11-22 00:07:28.144311,Referral,Active,Desktop,25.95,v2.3.5,2,419.52
322,Customer_322,43,Female,Metro,39979.84,2024-11-18 00:07:28.144311,Organic,Active,Tablet,19.58,v3.5.3,7,466.42
323,Customer_323,43,Female,Metro,98890.1,2024-10-31 00:07:28.144311,Social Media,Active,Desktop,10.28,v1.7.4,8,2394.48
324,Customer_324,37,Male,Tier 1,109857.54,2024-10-29 00:07:28.144311,Social Media,Inactive,Mobile,6.56,v3.4.6,11,2796.68
325,Customer_325,59,Female,Metro,31063.45,2024-12-14 00:07:28.144311,Ad Campaign,New,Tablet,10.73,v2.5.7,9,618.35
326,Customer_326,32,Male,Rural,146499.98,2024-11-15 00:07:28.144311,Social Media,Active,Desktop,24.96,v2.7.7,9,1027.04
327,Customer_327,66,Male,Metro,28133.43,2024-11-29 00:07:28.144311,Ad Campaign,Inactive,Tablet,13.57,v3.7.7,1,257.33
328,Customer_328,28,Female,Rural,40277.51,2024-10-22 00:07:28.144311,Ad Campaign,Active,Tablet,12.79,v2.6.0,0,0.0
329,Customer_329,48,Female,Metro,112974.24,2024-11-02 00:07:28.144311,Social Media,Active,Tablet,23.13,v2.2.7,16,4248.81
330,Customer_330,32,Non-binary,Tier 2,36426.34,2024-12-12 00:07:28.144311,Organic,Active,Tablet,9.88,v2.8.5,18,3861.37
331,Customer_331,52,Female,Rural,62670.3,2024-10-18 00:07:28.144311,Referral,Active,Tablet,27.58,v1.0.0,4,710.15
332,Customer_332,30,Male,Rural,83651.18,2024-11-01 00:07:28.144311,Social Media,Inactive,Mobile,23.54,v3.5.5,2,209.35
333,Customer_333,62,Female,Tier 1,137414.8,2024-11-17 00:07:28.144311,Social Media,Active,Tablet,8.58,v2.2.2,11,2081.16
334,Customer_334,48,Male,Tier 2,63894.41,2024-11-03 00:07:28.144311,Organic,New,Desktop,10.46,v2.3.6,3,150.49
335,Customer_335,59,Female,Metro,101552.76,2024-10-09 00:07:28.144311,Organic,Active,Mobile,18.86,v1.0.7,7,1961.29
336,Customer_336,62,Non-binary,Tier 1,99292.4,2024-10-27 00:07:28.144311,Ad Campaign,Active,Mobile,16.7,v1.8.6,1,240.11
337,Customer_337,34,Female,Tier 2,141572.37,2024-10-04 00:07:28.144311,Organic,Active,Tablet,10.11,v3.0.7,18,3668.08
338,Customer_338,26,Female,Rural,85165.83,2024-09-29 00:07:28.144311,Social Media,New,Mobile,26.32,v1.5.0,11,618.67
339,Customer_339,51,Male,Rural,26449.87,2024-10-08 00:07:28.144311,Organic,Active,Desktop,9.34,v1.7.2,10,1921.16
340,Customer_340,48,Male,Metro,50801.33,2024-10-01 00:07:28.144311,Organic,Inactive,Tablet,14.15,v2.4.2,7,1706.68
341,Customer_341,52,Non-binary,Tier 2,58027.14,2024-12-04 00:07:28.144311,Referral,Active,Desktop,20.93,v3.0.5,18,1765.39
342,Customer_342,45,Female,Tier 1,143130.99,2024-10-18 00:07:28.144311,Ad Campaign,Active,Desktop,13.49,v1.3.0,8,1093.77
343,Customer_343,63,Non-binary,Tier 1,56156.79,2024-10-30 00:07:28.144311,Referral,Inactive,Tablet,13.58,v1.7.7,15,2448.05
344,Customer_344,55,Non-binary,Metro,51198.62,2024-10-30 00:07:28.144311,Social Media,Active,Desktop,29.2,v1.1.2,9,2485.72
345,Customer_345,37,Female,Tier 2,137566.77,2024-12-20 00:07:28.144311,Referral,Active,Mobile,5.17,v1.4.1,17,4656.14
346,Customer_346,40,Non-binary,Rural,109837.26,2024-12-24 00:07:28.144311,Ad Campaign,Active,Tablet,28.51,v1.8.3,16,4089.98
347,Customer_347,38,Female,Metro,89089.14,2024-11-17 00:07:28.144311,Organic,Active,Tablet,8.43,v3.8.4,4,555.13
348,Customer_348,60,Non-binary,Tier 2,105625.98,2024-12-07 00:07:28.144311,Organic,Inactive,Tablet,18.08,v3.7.1,9,1185.29
349,Customer_349,66,Non-binary,Tier 2,124127.49,2024-12-20 00:07:28.144311,Ad Campaign,Active,Desktop,14.04,v3.5.4,8,2191.4
350,Customer_350,19,Male,Rural,24217.65,2024-11-25 00:07:28.144311,Referral,Active,Desktop,9.31,v3.7.5,8,463.56
351,Customer_351,38,Non-binary,Tier 1,26545.44,2024-11-03 00:07:28.144311,Organic,Active,Desktop,10.46,v1.0.0,9,1258.22
352,Customer_352,38,Non-binary,Metro,29937.18,2024-10-06 00:07:28.144311,Social Media,Active,Mobile,13.2,v2.0.5,16,2233.34
353,Customer_353,62,Female,Tier 2,48761.03,2024-10-14 00:07:28.144311,Organic,Active,Mobile,14.62,v1.4.7,2,108.38
354,Customer_354,22,Female,Tier 1,108902.64,2024-09-27 00:07:28.144311,Ad Campaign,New,Mobile,12.8,v2.5.1,17,2261.47
355,Customer_355,31,Female,Metro,49117.73,2024-11-11 00:07:28.144311,Referral,Active,Desktop,28.46,v3.0.2,18,1941.66
356,Customer_356,52,Female,Rural,26082.16,2024-12-01 00:07:28.144311,Organic,Active,Desktop,11.38,v1.2.3,12,2194.98
357,Customer_357,31,Male,Rural,48204.31,2024-10-18 00:07:28.144311,Social Media,Active,Tablet,8.91,v2.1.2,7,1229.25
358,Customer_358,60,Non-binary,Metro,60696.52,2024-10-20 00:07:28.144311,Social Media,New,Desktop,14.49,v1.8.2,9,1158.36
359,Customer_359,67,Male,Metro,75699.53,2024-10-26 00:07:28.144311,Ad Campaign,Inactive,Mobile,21.45,v2.5.7,13,999.75
360,Customer_360,46,Non-binary,Tier 1,52652.0,2024-12-07 00:07:28.144311,Referral,Active,Mobile,12.71,v2.7.2,9,464.35
361,Customer_361,34,Non-binary,Rural,50406.6,2024-10-03 00:07:28.144311,Organic,Inactive,Tablet,16.01,v1.3.5,15,3072.54
362,Customer_362,30,Non-binary,Tier 1,23350.05,2024-10-26 00:07:28.144311,Social Media,Active,Mobile,15.77,v3.8.8,9,1851.2
363,Customer_363,64,Male,Tier 2,84596.42,2024-09-29 00:07:28.144311,Ad Campaign,Active,Tablet,9.27,v3.8.8,13,1927.59
364,Customer_364,58,Male,Tier 1,40751.24,2024-11-07 00:07:28.144311,Ad Campaign,New,Desktop,5.59,v1.5.6,16,1725.9
365,Customer_365,19,Male,Tier 1,140499.13,2024-10-11 00:07:28.144311,Social Media,Active,Tablet,26.45,v3.5.8,11,1412.69
366,Customer_366,64,Female,Rural,67334.66,2024-12-21 00:07:28.144311,Referral,New,Tablet,11.88,v3.7.6,14,2496.14
367,Customer_367,57,Male,Tier 1,41233.76,2024-10-23 00:07:28.144311,Organic,Active,Mobile,7.19,v2.3.5,14,3747.41
368,Customer_368,47,Non-binary,Rural,63159.78,2024-10-15 00:07:28.144311,Organic,Inactive,Mobile,16.05,v3.3.3,18,1873.13
369,Customer_369,38,Male,Tier 2,138404.35,2024-11-26 00:07:28.144311,Social Media,Active,Desktop,14.03,v2.1.4,3,588.63
370,Customer_370,36,Non-binary,Tier 1,45146.59,2024-10-24 00:07:28.144311,Ad Campaign,Active,Tablet,13.43,v3.3.8,6,466.71
371,Customer_371,55,Female,Rural,107409.9,2024-10-29 00:07:28.144311,Social Media,Active,Tablet,14.92,v3.4.5,3,352.98
372,Customer_372,51,Male,Tier 1,77788.67,2024-12-18 00:07:28.144311,Social Media,Inactive,Tablet,13.8,v3.8.4,18,5333.29
373,Customer_373,49,Female,Tier 2,73454.76,2024-12-23 00:07:28.144311,Ad Campaign,Active,Mobile,17.52,v2.6.4,10,1197.35
374,Customer_374,28,Non-binary,Metro,121337.17,2024-11-29 00:07:28.144311,Referral,Inactive,Desktop,16.77,v3.0.4,9,2230.79
375,Customer_375,59,Non-binary,Tier 1,57418.07,2024-11-05 00:07:28.144311,Referral,Inactive,Desktop,13.11,v2.0.5,1,241.46
376,Customer_376,19,Female,Tier 1,69153.1,2024-11-27 00:07:28.144311,Organic,New,Tablet,22.31,v1.7.8,9,1014.93
377,Customer_377,33,Male,Tier 1,35860.96,2024-11-28 00:07:28.144311,Organic,Inactive,Tablet,19.85,v1.8.8,1,260.5
378,Customer_378,56,Female,Metro,107470.13,2024-11-19 00:07:28.144311,Social Media,Active,Tablet,21.6,v2.1.4,19,3628.62
379,Customer_379,41,Male,Tier 1,91070.52,2024-12-07 00:07:28.144311,Social Media,Active,Tablet,15.16,v2.3.3,13,3200.5
380,Customer_380,53,Male,Rural,107926.94,2024-11-19 00:07:28.144311,Social Media,Inactive,Desktop,11.34,v1.4.3,7,573.61
381,Customer_381,56,Non-binary,Tier 1,114741.15,2024-12-09 00:07:28.144311,Organic,Active,Tablet,8.18,v2.0.8,14,2446.4
382,Customer_382,22,Male,Tier 2,72263.54,2024-10-08 00:07:28.144311,Referral,Inactive,Mobile,22.8,v1.2.5,7,1915.21
383,Customer_383,37,Non-binary,Metro,86879.97,2024-10-16 00:07:28.144311,Referral,Active,Tablet,21.66,v1.8.7,0,0.0
384,Customer_384,40,Non-binary,Tier 2,148353.7,2024-09-28 00:07:28.144311,Referral,Active,Tablet,6.65,v2.2.0,14,1814.06
385,Customer_385,19,Male,Rural,108684.92,2024-11-26 00:07:28.144311,Social Media,Active,Desktop,23.46,v1.3.3,8,2008.19
386,Customer_386,68,Female,Tier 2,114932.39,2024-11-10 00:07:28.144311,Referral,Active,Mobile,12.11,v3.4.5,10,990.61
387,Customer_387,69,Female,Tier 1,34045.79,2024-11-29 00:07:28.144311,Referral,Active,Mobile,7.15,v3.6.2,11,1853.95
388,Customer_388,31,Non-binary,Tier 1,58436.46,2024-12-14 00:07:28.144311,Ad Campaign,Active,Desktop,22.23,v2.3.5,16,3254.55
389,Customer_389,18,Non-binary,Rural,90820.39,2024-11-03 00:07:28.144311,Ad Campaign,Inactive,Desktop,21.02,v1.3.8,11,2479.78
390,Customer_390,63,Non-binary,Tier 2,138474.09,2024-11-09 00:07:28.144311,Organic,Active,Mobile,29.38,v1.5.5,19,4159.4
